Company/Candidate Name,Role,Skill,Sub-skill,Count
Thoughtworks,Talent Business Partner,Business,digital,1
ASIA INGREDIENTS GROUP,Learning and Development Manager,Soft_Skills,leadership,2
ASIA INGREDIENTS GROUP,Learning and Development Manager,Business,strategies,1
ASIA INGREDIENTS GROUP,Learning and Development Manager,Soft_Skills,organizational,2
ASIA INGREDIENTS GROUP,Learning and Development Manager,Business,strategic thinking,1
ASIA INGREDIENTS GROUP,Learning and Development Manager,Soft_Skills,creative,1
ASIA INGREDIENTS GROUP,Learning and Development Manager,Soft_Skills,adaptability,1
Grab,"Senior Software Engineer, Fullstack",DevOps,databases,1
Grab,"Senior Software Engineer, Fullstack",DevOps,ui,1
Grab,"Senior Software Engineer, Fullstack",WebD,react,2
Grab,"Senior Software Engineer, Fullstack",WebD,angular,1
Grab,"Senior Software Engineer, Fullstack",DevOps,aws,2
Grab,"Senior Software Engineer, Fullstack",Soft_Skills,problem solving,1
Grab,"Senior Software Engineer, Fullstack",Business,analytical skills,1
Grab,"Senior Software Engineer, Fullstack",Soft_Skills,english,1
Grab,"Senior Software Engineer, Fullstack",Soft_Skills,communication,1
Sun Life,Senior Manager Infrastructure,DevOps,aws,2
Sun Life,Senior Manager Infrastructure,Soft_Skills,leadership,6
Sun Life,Senior Manager Infrastructure,Business,digital,3
Sun Life,Senior Manager Infrastructure,Analytics,optimization,1
Sun Life,Senior Manager Infrastructure,Business,business strategy,1
Sun Life,Senior Manager Infrastructure,Soft_Skills,stakeholder management,1
Sun Life,Senior Manager Infrastructure,Soft_Skills,communication,2
Sun Life,Senior Manager Infrastructure,Soft_Skills,creative,2
Sun Life,Senior Manager Infrastructure,Business,resource planning,1
Sun Life,Senior Manager Infrastructure,Soft_Skills,problem solving,2
Sun Life,Senior Manager Infrastructure,Soft_Skills,organizational,2
Sun Life,Senior Manager Infrastructure,Soft_Skills,time management,1
Sun Life,Senior Manager Infrastructure,Soft_Skills,ownership,1
Sun Life,Senior Manager Infrastructure,WebD,client,1
Sun Life,Senior Manager Infrastructure,WebD,react,1
Sun Life,Senior Manager Infrastructure,Soft_Skills,english,1
KTI Talent Indicator,Operation Manager,WebD,client,1
KTI Talent Indicator,Operation Manager,Soft_Skills,organized,1
KTI Talent Indicator,Operation Manager,Soft_Skills,problem solving,1
Highlands Coffee®,Talent Acquisition Executive,Soft_Skills,organizational,2
Highlands Coffee®,Talent Acquisition Executive,Soft_Skills,time management,1
Highlands Coffee®,Talent Acquisition Executive,Soft_Skills,communication,4
Highlands Coffee®,Talent Acquisition Executive,Soft_Skills,interpersonal skills,1
Highlands Coffee®,Talent Acquisition Executive,DevOps,powerpoint,1
Highlands Coffee®,Talent Acquisition Executive,Soft_Skills,english,1
Highlands Coffee®,Talent Acquisition Executive,Soft_Skills,vietnamese,1
Highlands Coffee®,Talent Acquisition Executive,Soft_Skills,problem solving,1
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Soft_Skills,leadership,1
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Business,advertising,4
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Soft_Skills,creative,1
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Business,digital,3
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Business,marketing,4
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Marketing,digital marketing,2
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Soft_Skills,english,4
RMIT University,"SGS - Senior Lecturer in Advertising, Professional Communication",Soft_Skills,communication,1
OPSWAT,Technical Product Manager,Security_Network,access control,1
OPSWAT,Technical Product Manager,Analytics,business analysis,1
OPSWAT,Technical Product Manager,Business,marketing,2
OPSWAT,Technical Product Manager,DevOps,ux,2
OPSWAT,Technical Product Manager,Soft_Skills,leadership,1
OPSWAT,Technical Product Manager,Business,business mindset,1
OPSWAT,Technical Product Manager,Soft_Skills,english,1
Forvis Mazars in Vietnam,Tax Intern,Soft_Skills,english,2
Forvis Mazars in Vietnam,Tax Intern,Soft_Skills,writing skills,1
Forvis Mazars in Vietnam,Tax Intern,Soft_Skills,vietnamese,1
Mapletree,"Manager, Human Resource (Based in Ho Chi Minh, Vietnam)",Business,strategies,1
Mapletree,"Manager, Human Resource (Based in Ho Chi Minh, Vietnam)",Soft_Skills,performance management,1
Mapletree,"Manager, Human Resource (Based in Ho Chi Minh, Vietnam)",WebD,react,1
KTI Talent Indicator,Recruitment Specialist - Vietnam,WebD,api,2
KTI Talent Indicator,Recruitment Specialist - Vietnam,Business,process automation,1
KTI Talent Indicator,Recruitment Specialist - Vietnam,Business,digital,1
KTI Talent Indicator,Recruitment Specialist - Vietnam,Soft_Skills,initiative,1
KTI Talent Indicator,Recruitment Specialist - Vietnam,Soft_Skills,flexible,1
KTI Talent Indicator,Market Intelligence Specialist,Marketing,market research,2
KTI Talent Indicator,Market Intelligence Specialist,Soft_Skills,organizational,1
KTI Talent Indicator,Market Intelligence Specialist,Soft_Skills,leadership,1
KTI Talent Indicator,Market Intelligence Specialist,Soft_Skills,english,1
KTI Talent Indicator,Market Intelligence Specialist,Soft_Skills,flexible,1
CGP Vietnam,Public Relations Manager,WebD,client,1
CGP Vietnam,Public Relations Manager,Business,strategies,4
CGP Vietnam,Public Relations Manager,Marketing,increase brand awareness,1
CGP Vietnam,Public Relations Manager,Soft_Skills,communication,2
CGP Vietnam,Public Relations Manager,Soft_Skills,communication skills,1
CGP Vietnam,Public Relations Manager,Business,marketing,2
CGP Vietnam,Public Relations Manager,Soft_Skills,social media platforms,1
CGP Vietnam,Public Relations Manager,Business,digital,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,documentation,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,vietnamese,2
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,english,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Business,ms office,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,problem solving,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,organizational,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,time management,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,communication,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,communication skills,1
Mercedes-Benz Vietnam,"Assistant Manager, Human Resources",Soft_Skills,creative,1
Mapletree,"Senior Associate Director, Investment, Vietnam",Business,strategies,2
Mapletree,"Senior Associate Director, Investment, Vietnam",Analytics,financial analysis,1
Mapletree,"Senior Associate Director, Investment, Vietnam",Business,marketing,1
Mapletree,"Senior Associate Director, Investment, Vietnam",Soft_Skills,initiative,1
KTI Talent Indicator,Java Technical Team Leader,Coding,java,3
KTI Talent Indicator,Java Technical Team Leader,Coding,sql,1
KTI Talent Indicator,Java Technical Team Leader,DevOps,jenkins,1
KTI Talent Indicator,Java Technical Team Leader,DevOps,docker,1
KTI Talent Indicator,Java Technical Team Leader,Soft_Skills,communication,1
KTI Talent Indicator,Java Technical Team Leader,Soft_Skills,communication skills,1
KTI Talent Indicator,Java Technical Team Leader,Soft_Skills,english,1
KTI Talent Indicator,Java Technical Team Leader,Business,analytical skills,1
KTI Talent Indicator,Java Technical Team Leader,Soft_Skills,flexible,1
KTI Talent Indicator,Java Technical Team Leader,Soft_Skills,team building,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Business,strategies,6
CGP Vietnam,Merchandising Director (Garment Sourcing),Soft_Skills,leadership,5
CGP Vietnam,Merchandising Director (Garment Sourcing),Analytics,optimization,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Soft_Skills,communication,4
CGP Vietnam,Merchandising Director (Garment Sourcing),Business,industry knowledge,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Business,analytical skills,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Business,digital,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Soft_Skills,creative,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Soft_Skills,team management,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Analytics,excel,1
CGP Vietnam,Merchandising Director (Garment Sourcing),Analytics,data driven,1
Moët Hennessy,"Senior Account Manager, HORECA",Business,strategies,2
Moët Hennessy,"Senior Account Manager, HORECA",Business,marketing,1
Moët Hennessy,"Senior Account Manager, HORECA",Analytics,data analysis,1
Moët Hennessy,"Senior Account Manager, HORECA",Business,sales management,1
Moët Hennessy,"Senior Account Manager, HORECA",Soft_Skills,communication,2
Moët Hennessy,"Senior Account Manager, HORECA",Soft_Skills,english,1
Moët Hennessy,"Senior Account Manager, HORECA",Soft_Skills,communication skills,1
Moët Hennessy,"Senior Account Manager, HORECA",Soft_Skills,organizational,2
Moët Hennessy,"Senior Account Manager, HORECA",Soft_Skills,flexible,1
Moët Hennessy,"Senior Account Manager, HORECA",WebD,client,1
AnyMind Group,"Senior Business Development Executive, Publisher Growth",Business,digital,4
AnyMind Group,"Senior Business Development Executive, Publisher Growth",Business,advertising,5
AnyMind Group,"Senior Business Development Executive, Publisher Growth",Business,google analytics,1
AnyMind Group,"Senior Business Development Executive, Publisher Growth",Soft_Skills,organized,1
Microsoft,Software Engineer,Soft_Skills,communication,3
Microsoft,Software Engineer,Business,digital,1
Microsoft,Software Engineer,Soft_Skills,english,1
Microsoft,Software Engineer,Coding,c,2
Microsoft,Software Engineer,Coding,python,1
Microsoft,Software Engineer,Coding,java,1
Microsoft,Software Engineer,Analytics,data analysis,1
KTI Talent Indicator,Senior Artist,Business,advertising,1
KTI Talent Indicator,Senior Artist,Soft_Skills,creative,1
KTI Talent Indicator,Senior Artist,Soft_Skills,communication,1
KTI Talent Indicator,Senior Artist,Soft_Skills,leadership,1
KTI Talent Indicator,Senior Artist,Soft_Skills,vietnamese,1
KTI Talent Indicator,Senior Platform Security Engineer,WebD,api,1
KTI Talent Indicator,Senior Platform Security Engineer,DevOps,aws,1
KTI Talent Indicator,Senior Platform Security Engineer,DevOps,azure,1
KTI Talent Indicator,Senior Platform Security Engineer,Coding,java,1
KTI Talent Indicator,Senior Platform Security Engineer,Coding,c,3
KTI Talent Indicator,Senior Platform Security Engineer,DevOps,software development,1
KTI Talent Indicator,Senior Platform Security Engineer,Business,analytical skills,1
KTI Talent Indicator,Senior Platform Security Engineer,Soft_Skills,communication,1
KTI Talent Indicator,Senior Platform Security Engineer,Soft_Skills,communication skills,1
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,Soft_Skills,communication,3
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,Soft_Skills,english,1
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,Business,ms office,1
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,DevOps,powerpoint,1
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,Analytics,excel,1
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,Soft_Skills,problem solving,1
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,Soft_Skills,ownership,1
Marou - Faiseurs de Chocolat,Cacao Sustainable Sourcing Officer,Soft_Skills,creative,1
EQuest Education Group,[iSMART HCM] ESL TEACHER,Soft_Skills,english,2
EQuest Education Group,[iSMART HCM] ESL TEACHER,Soft_Skills,communication,1
Cao Đẳng Việt Mỹ,Head of Faculty (Nursing & Pharmacy),Soft_Skills,vietnamese,1
Cao Đẳng Việt Mỹ,Head of Faculty (Nursing & Pharmacy),Soft_Skills,leadership,1
Cao Đẳng Việt Mỹ,Head of Faculty (Nursing & Pharmacy),Soft_Skills,communication,1
Cao Đẳng Việt Mỹ,Head of Faculty (Nursing & Pharmacy),Soft_Skills,presentation,1
Cao Đẳng Việt Mỹ,Head of Faculty (Nursing & Pharmacy),Analytics,data analysis,1
Cao Đẳng Việt Mỹ,Head of Faculty (Nursing & Pharmacy),Soft_Skills,problem solving,1
Gene Solutions,Procurement specialist,Soft_Skills,flexible,1
CLO Virtual Fashion Inc.,"3D Design & Implementation Specialist, CLO",Business,marketing,1
CLO Virtual Fashion Inc.,"3D Design & Implementation Specialist, CLO",Business,digital,2
CLO Virtual Fashion Inc.,"3D Design & Implementation Specialist, CLO",WebD,client,2
CLO Virtual Fashion Inc.,"3D Design & Implementation Specialist, CLO",Soft_Skills,vietnamese,1
CLO Virtual Fashion Inc.,"3D Design & Implementation Specialist, CLO",Soft_Skills,communication,1
BStar Solutions - Galaxy Holdings,Data Engineer,Maths,statistics,1
BStar Solutions - Galaxy Holdings,Data Engineer,Coding,python,1
BStar Solutions - Galaxy Holdings,Data Engineer,Coding,java,1
BStar Solutions - Galaxy Holdings,Data Engineer,Coding,sql,1
BStar Solutions - Galaxy Holdings,Data Engineer,DevOps,nosql,1
BStar Solutions - Galaxy Holdings,Data Engineer,Analytics,big data,1
BStar Solutions - Galaxy Holdings,Data Engineer,DevOps,hadoop,1
BStar Solutions - Galaxy Holdings,Data Engineer,DevOps,spark,1
BStar Solutions - Galaxy Holdings,Data Engineer,Analytics,etl,1
BStar Solutions - Galaxy Holdings,Data Engineer,DevOps,aws,1
BStar Solutions - Galaxy Holdings,Data Engineer,ML/AI,data modeling,1
BStar Solutions - Galaxy Holdings,Data Engineer,Soft_Skills,creative,1
BStar Solutions - Galaxy Holdings,Data Engineer,Soft_Skills,communication,1
Informa Markets,Event Executive,Business,industry knowledge,1
Informa Markets,Event Executive,Business,marketing,3
Informa Markets,Event Executive,Soft_Skills,english,1
Informa Markets,Event Executive,Soft_Skills,vietnamese,1
Informa Markets,Event Executive,Soft_Skills,project management,1
Informa Markets,Event Executive,Soft_Skills,presentation,1
Informa Markets,Event Executive,Business,ms office,1
Informa Markets,Event Executive,DevOps,powerpoint,1
Informa Markets,Event Executive,Analytics,excel,1
Imexpharm Corporation,Copywriter,Business,marketing,6
Imexpharm Corporation,Copywriter,Coding,r,1
Imexpharm Corporation,Copywriter,Soft_Skills,communication,2
Imexpharm Corporation,Copywriter,Soft_Skills,creative,1
Imexpharm Corporation,Copywriter,Soft_Skills,english,1
Imexpharm Corporation,Copywriter,Soft_Skills,communication skills,1
Imexpharm Corporation,Copywriter,Soft_Skills,adaptability,1
O-I,Communications Specialist,Soft_Skills,communication,7
O-I,Communications Specialist,Soft_Skills,organizational,1
O-I,Communications Specialist,DevOps,ms word,1
O-I,Communications Specialist,Soft_Skills,vietnamese,1
O-I,Communications Specialist,Soft_Skills,english,1
O-I,Communications Specialist,Soft_Skills,presentation,1
Mindray,Clinical Application Specialist (Ultrasound Imaging System Product),Soft_Skills,documentation,1
Mindray,Clinical Application Specialist (Ultrasound Imaging System Product),Soft_Skills,customer training,1
Mindray,Clinical Application Specialist (Ultrasound Imaging System Product),Soft_Skills,communication,2
Mindray,Clinical Application Specialist (Ultrasound Imaging System Product),Soft_Skills,communication skills,2
Mindray,Clinical Application Specialist (Ultrasound Imaging System Product),Soft_Skills,english,1
Mindray,Clinical Application Specialist (Ultrasound Imaging System Product),Soft_Skills,problem solving,1
Mindray,Clinical Application Specialist (Ultrasound Imaging System Product),Soft_Skills,initiative,1
KTI Talent Indicator,Social Media Content Specialist,Soft_Skills,social media platforms,1
KTI Talent Indicator,Social Media Content Specialist,Business,strategies,1
KTI Talent Indicator,Social Media Content Specialist,Business,performance metrics,1
KTI Talent Indicator,Social Media Content Specialist,Business,marketing,2
KTI Talent Indicator,Social Media Content Specialist,Business,digital,1
KTI Talent Indicator,Social Media Content Specialist,Marketing,digital marketing,1
KTI Talent Indicator,Social Media Content Specialist,Soft_Skills,english,1
KTI Talent Indicator,Social Media Content Specialist,Soft_Skills,communication,1
KTI Talent Indicator,Social Media Content Specialist,Soft_Skills,flexible,1
KTI Talent Indicator,Social Media Content Specialist,Soft_Skills,vietnamese,1
Trip.com Group,"Business Development Manager, VN (Attractions & Tours)",Business,business development,3
Trip.com Group,"Business Development Manager, VN (Attractions & Tours)",Business,strategies,2
Trip.com Group,"Business Development Manager, VN (Attractions & Tours)",Business,marketing,2
Trip.com Group,"Business Development Manager, VN (Attractions & Tours)",Soft_Skills,communication,1
Trip.com Group,"Business Development Manager, VN (Attractions & Tours)",Soft_Skills,presentation,1
Trip.com Group,"Business Development Manager, VN (Attractions & Tours)",Soft_Skills,leadership,1
Nutreco,Product Manager,Business,marketing,3
Nutreco,Product Manager,Soft_Skills,communication,2
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,performance management,4
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Coding,c,1
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,leadership,1
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,organizational,1
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,vietnamese,1
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,presentation,1
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,english,1
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,communication,2
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,communication skills,1
Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),Soft_Skills,problem solving,1
Suntory PepsiCo Vietnam Beverage,Senior Project Manager (Line Expansion/ Productivity/ New Product Development),Soft_Skills,project management,2
Suntory PepsiCo Vietnam Beverage,Senior Project Manager (Line Expansion/ Productivity/ New Product Development),Soft_Skills,communication,2
Suntory PepsiCo Vietnam Beverage,Senior Project Manager (Line Expansion/ Productivity/ New Product Development),Soft_Skills,documentation,1
Suntory PepsiCo Vietnam Beverage,Senior Project Manager (Line Expansion/ Productivity/ New Product Development),Coding,c,1
Suntory PepsiCo Vietnam Beverage,Senior Project Manager (Line Expansion/ Productivity/ New Product Development),Analytics,optimization,1
Suntory PepsiCo Vietnam Beverage,Senior Project Manager (Line Expansion/ Productivity/ New Product Development),Soft_Skills,english,2
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Soft_Skills,leadership,1
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Soft_Skills,people management,1
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Soft_Skills,organizational,1
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Soft_Skills,problem solving,1
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Soft_Skills,english,1
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Soft_Skills,communication,1
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Soft_Skills,communication skills,1
MEDLOG Transport & Logistics,OPERATIONS & HSSE MANAGER [ Containers Logistics ],Analytics,optimization,2
Mapletree,"Assistant Associate Director, Leasing, Vietnam",Business,strategies,1
Mapletree,"Assistant Associate Director, Leasing, Vietnam",Marketing,market research,1
Mapletree,"Assistant Associate Director, Leasing, Vietnam",Business,business development,1
Mapletree,"Assistant Associate Director, Leasing, Vietnam",Business,marketing,2
Mapletree,"Assistant Associate Director, Leasing, Vietnam",Soft_Skills,presentation,1
Mapletree,"Assistant Associate Director, Leasing, Vietnam",Soft_Skills,interpersonal skills,1
ManpowerGroup Vietnam,BUSINESS DEVELOPMENT (ALIBABA CLOUD),Soft_Skills,organizational,1
ManpowerGroup Vietnam,BUSINESS DEVELOPMENT (ALIBABA CLOUD),Business,strategies,2
ManpowerGroup Vietnam,BUSINESS DEVELOPMENT (ALIBABA CLOUD),Soft_Skills,communication,3
ManpowerGroup Vietnam,BUSINESS DEVELOPMENT (ALIBABA CLOUD),Coding,c,1
ManpowerGroup Vietnam,BUSINESS DEVELOPMENT (ALIBABA CLOUD),Business,digital,1
ManpowerGroup Vietnam,BUSINESS DEVELOPMENT (ALIBABA CLOUD),Soft_Skills,english,1
ManpowerGroup Vietnam,BUSINESS DEVELOPMENT (ALIBABA CLOUD),Soft_Skills,vietnamese,1
Carlsberg Group,E-Commerce Business Owner - Asia,Business,digital,5
Carlsberg Group,E-Commerce Business Owner - Asia,Analytics,data driven,1
Carlsberg Group,E-Commerce Business Owner - Asia,Soft_Skills,stakeholder management,1
Carlsberg Group,E-Commerce Business Owner - Asia,Business,analytical skills,1
Carlsberg Group,E-Commerce Business Owner - Asia,DevOps,software development,1
Carlsberg Group,E-Commerce Business Owner - Asia,Soft_Skills,english,1
Carlsberg Group,E-Commerce Business Owner - Asia,Soft_Skills,communication,1
Carlsberg Group,E-Commerce Business Owner - Asia,Soft_Skills,communication skills,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Analytics,financial analysis,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Analytics,optimization,2
Pharmacity,Senior Business Controlling & Data Analysis Manager,Analytics,excel,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,DevOps,powerbi,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Coding,sql,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Coding,python,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Soft_Skills,problem solving,2
Pharmacity,Senior Business Controlling & Data Analysis Manager,Soft_Skills,flexible,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Soft_Skills,communication,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Soft_Skills,presentation,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Analytics,data driven,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Soft_Skills,project management,1
Pharmacity,Senior Business Controlling & Data Analysis Manager,Business,analytical skills,1
Ant International,Java Developer (VN),Business,digital,2
Talentnet Corporation,International Sales Manager,Soft_Skills,vietnamese,1
Talentnet Corporation,International Sales Manager,Soft_Skills,organized,1
Talentnet Corporation,International Sales Manager,Analytics,excel,1
Talentnet Corporation,International Sales Manager,DevOps,powerpoint,1
Talentnet Corporation,International Sales Manager,Business,process oriented,1
Talentnet Corporation,International Sales Manager,Soft_Skills,english,1
Marou - Faiseurs de Chocolat,Corporate Sales Executive,Soft_Skills,presentation,1
Marou - Faiseurs de Chocolat,Corporate Sales Executive,Soft_Skills,english,1
Marou - Faiseurs de Chocolat,Corporate Sales Executive,Business,ms office,1
Marou - Faiseurs de Chocolat,Corporate Sales Executive,Analytics,excel,1
Marou - Faiseurs de Chocolat,Corporate Sales Executive,DevOps,powerpoint,1
Marou - Faiseurs de Chocolat,Corporate Sales Executive,Business,marketing,1
Marou - Faiseurs de Chocolat,Corporate Sales Executive,Soft_Skills,initiative,1
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,Soft_Skills,leadership,3
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,Soft_Skills,conflict resolution,2
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,Soft_Skills,english,3
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,Soft_Skills,writing skills,1
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,Soft_Skills,presentation,1
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,DevOps,software development,1
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,Soft_Skills,team building,1
Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,Soft_Skills,team work,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Business,strategies,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Business,marketing,2
HRS Group,Data Analyst - Google Ecosystem (all genders),Analytics,data driven,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Business,digital,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Analytics,data analysis,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Soft_Skills,data reporting,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Coding,sql,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Soft_Skills,english,1
HRS Group,Data Analyst - Google Ecosystem (all genders),Soft_Skills,ownership,1
Entravision Vietnam,Client Partner,WebD,client,4
Entravision Vietnam,Client Partner,Business,digital,4
Entravision Vietnam,Client Partner,Business,marketing,4
Entravision Vietnam,Client Partner,Soft_Skills,leadership,1
Entravision Vietnam,Client Partner,Marketing,digital marketing,1
Entravision Vietnam,Client Partner,Soft_Skills,communication,1
Entravision Vietnam,Client Partner,Soft_Skills,presentation,1
Entravision Vietnam,Client Partner,Soft_Skills,english,1
Entravision Vietnam,Client Partner,Soft_Skills,vietnamese,1
NAB Innovation Centre Vietnam,Senior Program Manager,Business,digital,9
NAB Innovation Centre Vietnam,Senior Program Manager,Soft_Skills,stakeholder management,1
NAB Innovation Centre Vietnam,Senior Program Manager,Analytics,optimization,1
NAB Innovation Centre Vietnam,Senior Program Manager,Soft_Skills,ownership,1
NAB Innovation Centre Vietnam,Senior Program Manager,Soft_Skills,leadership,3
NAB Innovation Centre Vietnam,Senior Program Manager,Soft_Skills,english,1
NAB Innovation Centre Vietnam,Senior Program Manager,Soft_Skills,flexible,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Business,business plan,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,vietnamese,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,english,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,negotiation skills,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,organizational,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,leadership,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,team management,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,problem solving,2
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,presentation,1
Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),Soft_Skills,communication,1
GMEELAN,Vietnam Recruitment Specialist807,Analytics,optimization,1
GMEELAN,Vietnam Recruitment Specialist807,Soft_Skills,english,1
GMEELAN,Vietnam Recruitment Specialist807,Soft_Skills,communication,1
Pfizer,Communication Manager (Vaccine),Soft_Skills,communication,6
Pfizer,Communication Manager (Vaccine),Business,strategies,2
Pfizer,Communication Manager (Vaccine),Business,marketing,5
Pfizer,Communication Manager (Vaccine),Marketing,marketing mix,1
Pfizer,Communication Manager (Vaccine),Business,digital,4
Pfizer,Communication Manager (Vaccine),Marketing,digital marketing,1
Pfizer,Communication Manager (Vaccine),Analytics,optimization,1
Pfizer,Communication Manager (Vaccine),Soft_Skills,english,1
Pfizer,Communication Manager (Vaccine),Soft_Skills,vietnamese,1
Pfizer,Communication Manager (Vaccine),Soft_Skills,organizational,1
Pfizer,Communication Manager (Vaccine),Business,strategic thinking,1
Pfizer,Communication Manager (Vaccine),Marketing,market research,1
Hahalolo Travel Social Network Viet Nam,Category Manager,Marketing,market research,2
Hahalolo Travel Social Network Viet Nam,Category Manager,Maths,statistics,1
Hahalolo Travel Social Network Viet Nam,Category Manager,Business,strategies,2
Hahalolo Travel Social Network Viet Nam,Category Manager,Business,inventory management,1
Hahalolo Travel Social Network Viet Nam,Category Manager,Analytics,optimization,1
Hahalolo Travel Social Network Viet Nam,Category Manager,Soft_Skills,communication,1
Hahalolo Travel Social Network Viet Nam,Category Manager,Business,marketing,2
Hahalolo Travel Social Network Viet Nam,Category Manager,Soft_Skills,vietnamese,1
Hahalolo Travel Social Network Viet Nam,Category Manager,Soft_Skills,english,1
CGP Vietnam,Sales Manager (Automation/Machinery),WebD,client,3
CGP Vietnam,Sales Manager (Automation/Machinery),Business,business development,1
